0,403,327
13,415,349
14,403,327
15,403,327
16,665,272
17,663,300
18,663,300
19,731,289
20,72,11
21,731,289
22,232,325
23,72,11
24,665,275
25,662,262
26,665,268
27,665,268
28,395,329
29,72,1
30,177,333
31,415,349
32,415,349
33,697,335
34,663,297
35,72,7
36,697,337
37,697,337
38,697,337
39,697,337
40,663,290
41,663,290
42,72,12
43,72,12
44,72,3
45,731,288
46,426,316
47,415,344
48,731,310
49,136,303
50,665,264
51,662,262
52,426,319
53,177,332
54,731,289
55,415,344
56,426,315
57,415,347
58,426,316
59,731,289
60,72,3
61,426,317
62,177,324
63,663,294
64,665,269
65,136,296
66,426,317
67,415,344
68,142,617
69,72,4
70,665,275
71,136,304
73,136,313
74,136,313
75,415,344
76,731,310
77,731,310
78,426,306
79,662,261
80,426,305
81,426,305
82,426,316
83,665,268
84,403,327
85,415,344
86,415,347
87,395,342
88,395,322
89,662,263
90,403,327
91,232,330
92,662,259
93,663,302
94,665,268
95,697,337
96,136,293
97,697,337
98,415,346
99,415,346
100,663,297
101,136,314
102,136,314
103,663,312
104,72,10
105,72,1
106,415,347
107,663,295
108,662,260
109,136,296
110,136,296
111,136,296
112,415,347
113,665,272
114,665,272
115,426,319
116,663,302
117,665,270
118,697,335
119,663,297
120,177,334
121,177,334
122,426,317
123,731,310
124,426,317
125,663,297
126,663,297
127,663,297
128,663,297
129,663,302
130,403,327
131,426,316
132,415,347
133,72,1
134,177,324
135,177,324
137,72,6
138,663,308
139,142,370
140,142,370
141,142,370
143,426,315
144,731,287
145,426,306
146,395,341
147,731,309
148,72,8
149,663,292
150,72,10
151,415,347
152,426,318
153,662,259
154,662,259
155,731,288
156,665,273
157,415,347
158,415,347
159,72,10
160,415,344
161,731,288
162,403,327
163,665,266
164,142,370
165,665,275
166,731,310
167,415,347
168,665,270
169,665,266
170,665,276
171,665,275
172,415,344
173,731,310
174,408,328
175,663,297
176,72,6
178,665,264
179,426,319
180,697,351
181,136,304
182,136,304
183,395,338
184,72,9
185,72,11
186,177,326
187,426,318
188,395,321
189,395,321
190,177,326
191,697,340
192,415,320
193,697,335
194,177,326
195,731,289
196,177,332
197,663,311
198,395,331
199,415,320
200,426,306
201,426,318
202,662,261
203,662,261
204,426,306
205,177,333
206,426,318
207,697,337
208,415,346
209,72,9
210,72,9
211,665,272
212,72,9
213,426,316
214,426,317
215,697,335
216,72,12
217,663,290
218,395,329
219,395,329
220,426,316
221,665,270
222,142,428
223,395,342
224,415,346
225,415,346
226,142,370
227,415,344
228,665,269
229,426,307
230,663,290
231,426,315
233,136,301
235,426,306
236,426,316
237,72,9
238,662,261
239,415,346
240,415,346
241,415,346
242,72,5
243,426,318
244,395,343
245,415,344
246,426,306
247,663,299
248,665,267
249,136,301
250,415,344
251,662,263
252,731,286
253,136,304
254,136,293
255,136,293
256,136,293
257,136,293
258,142,234
277,136,298
278,426,319
279,415,344
280,142,370
281,415,349
282,426,315
283,731,309
284,426,317
285,177,326
353,751,345
354,415,344
355,72,6
356,662,263
357,395,338
358,395,352
359,395,352
360,426,317
361,426,319
362,426,315
363,662,260
364,662,260
365,426,315
366,663,297
