202,261,662,0.17701410277192425,1.0
191,340,697,0.17541766109785226,1.0
498,351,697,0.17439446366781994,1.0
607,11,72,0.16666666666666666,1.0
203,261,662,0.15912439486423896,1.0
810,299,663,0.15910364145658262,1.0
456,291,663,0.15563298490127758,1.0
548,335,697,0.15473887814313347,1.0
196,332,177,0.15404201145767027,1.0
592,351,697,0.15248852806212518,1.0
544,10,72,0.15220700152207,1.0
149,292,663,0.15066469719350073,1.0
574,340,697,0.14933946008041354,1.0
384,275,665,0.14924114671163588,1.0
694,308,663,0.14902975420439862,1.0
790,265,665,0.14874496436318543,1.0
358,352,395,0.14615770969362124,1.0
97,337,697,0.1437312849889338,1.0
438,328,408,0.14336917562724014,1.0
366,297,663,0.13972985561248252,1.0
532,311,663,0.13930348258706468,1.0
421,347,415,0.1381692573402418,1.0
138,308,663,0.13739569183000183,1.0
67,344,415,0.1358313817330211,1.0
455,351,697,0.1345794392523365,1.0
248,267,665,0.1308962264150942,1.0
171,275,665,0.12874442319949012,1.0
865,351,697,0.1286462228870606,1.0
16,272,665,0.12817337461300315,1.0
885,295,663,0.12807424593967542,1.0
118,335,697,0.12781954887218044,1.0
93,302,663,0.12649819494584844,1.0
449,348,697,0.12638970157987142,1.0
735,370,142,0.12421052631578948,1.0
474,340,697,0.12400635930047706,1.0
642,352,395,0.12371134020618556,1.0
907,333,177,0.1234890558640966,1.0
222,428,142,0.12325174825174837,1.0
777,348,697,0.12248186946011282,1.0
105,1,72,0.12186177715091664,1.0
473,320,415,0.12146472164334624,1.0
804,333,177,0.12130637636080872,1.0
439,262,662,0.12111978670729397,1.0
193,335,697,0.12071856287425135,1.0
644,10,72,0.12033426183844038,1.0
404,329,395,0.12017167381974247,1.0
754,10,72,0.11968085106382964,1.0
165,275,665,0.11911955114372022,1.0
670,336,177,0.1189484269501509,1.0
849,337,697,0.11832797427652732,1.0
383,311,663,0.1174061433447099,1.0
824,297,663,0.11666342601594408,1.0
492,344,415,0.11591768164636689,1.0
126,297,663,0.11536243030186492,1.0
129,302,663,0.11535199321458864,1.0
880,10,72,0.11493437389145096,1.0
910,1,72,0.11464968152866252,1.0
744,352,395,0.11431870669745964,1.0
916,5,72,0.11430172293038236,1.0
443,335,697,0.113994439295644,1.0
469,297,663,0.11373903800159448,1.0
668,336,177,0.1137009664582149,1.0
666,302,663,0.11356466876971616,1.0
375,351,697,0.11301715438950556,1.0
41,290,663,0.11278195488721804,1.0
139,370,142,0.11259884027411698,1.0
36,337,697,0.11189212451585132,1.0
467,370,142,0.1117526541255354,1.0
128,297,663,0.11136890951276102,1.0
454,351,697,0.111317254174397,1.0
24,275,665,0.1111111111111111,1.0
442,269,665,0.1108545034642031,1.0
430,332,177,0.1108118507118124,1.0
870,335,697,0.11054247697031724,1.0
536,326,177,0.11025689105569088,1.0
892,308,663,0.10881801125703564,1.0
871,312,663,0.10836277974087162,1.0
506,347,415,0.10824742268041238,1.0
811,344,415,0.10765780198654291,1.0
791,291,663,0.10712250712250712,1.0
457,291,663,0.10678122123350715,1.0
417,344,415,0.10673076923076912,1.0
661,295,663,0.10668728256667973,1.0
801,299,663,0.10659086871558011,1.0
34,297,663,0.1057268722466959,1.0
917,344,415,0.10554371002132196,1.0
872,291,663,0.10554089709762532,1.0
247,299,663,0.1052301910429063,1.0
934,324,177,0.10517090271691508,1.0
867,312,663,0.10488831337002252,1.0
591,299,663,0.10449075432932198,1.0
227,344,415,0.1041170466144948,1.0
949,428,142,0.10340865568747598,1.0
37,337,697,0.1032119338798549,1.0
695,302,663,0.10309491771038198,1.0
167,347,415,0.10287673842636684,1.0
840,337,697,0.1023936170212766,1.0
576,308,663,0.10202286719437116,1.0
656,347,415,0.10198300283286128,1.0
557,300,663,0.10173802458668928,1.0
796,261,662,0.10051256407050886,1.0
447,348,697,0.10048211113930464,1.0
146,341,395,0.10044052863436131,1.0
739,428,142,0.10040863981319324,1.0
671,336,177,0.10007757951900688,1.0
813,343,395,0.10001700969552638,1.0
120,334,177,0.09972752043596725,1.0
378,263,662,0.09952999723527772,1.0
956,263,662,0.09928673323823121,1.0
85,344,415,0.09928295642581345,1.0
815,234,142,0.09863858207038279,1.0
172,344,415,0.09852216748768473,1.0
151,347,415,0.09838245069798356,1.0
140,370,142,0.09833585476550681,1.0
514,312,663,0.09806247528667457,1.0
20,11,72,0.09781089892873787,1.0
622,302,663,0.09766022380467956,1.0
194,326,177,0.09730578080041863,1.0
47,344,415,0.09720438605156577,1.0
49,303,136,0.09717955878246289,1.0
759,291,663,0.09715025906735746,1.0
480,344,415,0.09651474530831086,1.0
207,337,697,0.0964324850846219,1.0
238,261,662,0.09631521342575709,1.0
359,352,395,0.0961081216368414,1.0
760,267,665,0.09588493807431087,1.0
465,234,142,0.09533572526909266,1.0
832,291,663,0.09514370664023793,1.0
397,261,662,0.09495101733232864,1.0
107,295,663,0.09446530216785762,1.0
79,261,662,0.09438909281594127,1.0
933,6,72,0.094316807738815,1.0
226,370,142,0.09430816861157408,1.0
368,263,662,0.09420457169244968,1.0
736,370,142,0.09414604707302354,1.0
391,260,662,0.09400324149108588,1.0
215,335,697,0.0939759036144577,1.0
705,297,663,0.09355390758699372,1.0
919,617,142,0.09329940627650551,1.0
0,327,403,0.09306834706737745,1.0
579,297,663,0.0926478329531496,1.0
230,290,663,0.09256085018854981,1.0
406,234,142,0.09248554913294797,1.0
64,269,665,0.09248014946286777,1.0
951,338,395,0.09225700164744646,1.0
380,428,142,0.0920873124147339,1.0
487,348,697,0.0919188050555343,1.0
746,428,142,0.09177820267686393,1.0
850,323,395,0.09146341463414638,1.0
39,337,697,0.09119407238529496,1.0
475,340,697,0.09113924050632921,1.0
696,302,663,0.09109730848861283,1.0
197,311,663,0.09072673970066351,1.0
727,270,665,0.0906912442396314,1.0
627,329,395,0.09066183136899365,1.0
70,275,665,0.09053975623911782,1.0
528,617,142,0.09011969021356499,1.0
483,263,662,0.0895363297210873,1.0
725,335,697,0.08933518005540173,1.0
164,370,142,0.08870714061025485,1.0
886,329,395,0.0885801128962224,1.0
721,296,136,0.08794137241838762,1.0
156,273,665,0.08785743887277249,1.0
458,291,663,0.08785462151915278,1.0
258,234,142,0.08738296923762817,1.0
104,10,72,0.08713692946058091,1.0
928,326,177,0.08697753080454207,1.0
551,348,697,0.08682544467892662,1.0
108,260,662,0.0864674868189806,1.0
770,263,662,0.08644754615038262,1.0
100,297,663,0.08637873754152824,1.0
609,311,663,0.086293310089344,1.0
809,335,697,0.08622066102506781,1.0
914,292,663,0.08621089223638467,1.0
639,335,697,0.0859628176701348,1.0
116,302,663,0.08582156266762031,1.0
800,309,731,0.08559670781893004,1.0
748,428,142,0.08548130096541384,1.0
132,347,415,0.08503328322954688,1.0
429,9,72,0.08490566037735842,1.0
782,298,136,0.08480565371024723,1.0
526,302,663,0.08471275559883153,1.0
486,348,697,0.08461877479065671,1.0
484,263,662,0.08450704225352122,1.0
860,273,665,0.08435303306430626,1.0
103,312,663,0.08428835489833629,1.0
814,234,142,0.08395355760643053,1.0
896,309,731,0.08391608391608396,1.0
599,7,72,0.08391608391608392,1.0
527,298,136,0.08389351976337729,1.0
114,272,665,0.08377912775410284,1.0
141,370,142,0.0837726171819347,1.0
940,297,663,0.08366079350995052,1.0
749,428,142,0.08351118121926328,1.0
712,617,142,0.08342989571263036,1.0
285,326,177,0.08294930875576037,1.0
472,234,142,0.08280523869877482,1.0
936,270,665,0.08241758241758251,1.0
755,9,72,0.0823834196891192,1.0
616,348,697,0.08224076281287236,1.0
888,343,395,0.08221189136285793,1.0
217,290,663,0.0820419325432999,1.0
708,5,72,0.08200058156440822,1.0
35,7,72,0.08170002063131827,1.0
450,309,731,0.08166189111747851,1.0
53,332,177,0.08139321723189741,1.0
74,313,136,0.08105369807497467,1.0
549,304,136,0.08092868988391376,1.0
25,262,662,0.08090844570617453,1.0
253,304,136,0.08086480415555249,1.0
40,290,663,0.08075370121130548,1.0
704,310,731,0.08071102570261822,1.0
772,263,662,0.08063241106719368,1.0
434,313,136,0.08062709966405383,1.0
854,12,72,0.08062234794908069,1.0
724,617,142,0.08051289697331142,1.0
29,1,72,0.08029197080291971,1.0
218,329,395,0.0802363551547193,1.0
153,259,662,0.07985716604447325,1.0
125,297,663,0.07978723404255308,1.0
857,309,731,0.07974626189397371,1.0
463,270,665,0.0796503156872268,1.0
833,12,72,0.07940833008952912,1.0
645,301,136,0.07933579335793357,1.0
180,351,697,0.07929515418502206,1.0
502,297,663,0.07910576096302666,1.0
605,2,72,0.07907899960301731,1.0
793,11,72,0.07875894988066807,1.0
911,335,697,0.07835820895522388,1.0
33,335,697,0.07835258663987954,1.0
137,6,72,0.0782305005820721,1.0
716,311,663,0.07781871775976415,1.0
866,335,697,0.0777988614800759,1.0
537,351,697,0.07774034724021776,1.0
841,323,395,0.07766311002273914,1.0
405,294,663,0.07760711398544867,1.0
820,270,665,0.07750686258679158,1.0
783,333,177,0.07743600774360071,1.0
925,342,395,0.0773966578715919,1.0
481,304,136,0.07731958762886593,1.0
28,329,395,0.07730200833649098,1.0
827,345,751,0.07725914003219123,1.0
699,349,415,0.07692307692307693,1.0
119,297,663,0.07667731629392971,1.0
935,6,72,0.07622868605817452,1.0
600,304,136,0.07619637602601832,1.0
753,335,697,0.07616236162361628,1.0
915,5,72,0.0761478163493841,1.0
57,347,415,0.07593450322917326,1.0
367,259,662,0.0759308834266244,1.0
655,308,663,0.07586705202312144,1.0
127,297,663,0.07577807848443843,1.0
219,329,395,0.07569651305414409,1.0
883,10,72,0.07567722516841045,1.0
715,311,663,0.07567305360174638,1.0
638,335,697,0.07550919026328863,1.0
787,10,72,0.07541696881798404,1.0
545,10,72,0.07541420681774906,1.0
947,259,662,0.07540628385698817,1.0
698,295,663,0.0753958280975119,1.0
887,9,72,0.0753201104694954,1.0
50,264,665,0.07514575685597057,1.0
618,370,142,0.07490247074122236,1.0
620,296,136,0.07483296213808477,1.0
657,326,177,0.07468064199148369,1.0
399,275,665,0.0746606334841629,1.0
159,10,72,0.07456978967495234,1.0
460,297,663,0.07448695211553082,1.0
198,331,395,0.07437536316095293,1.0
363,260,662,0.07436448716327301,1.0
402,6,72,0.07427961579509065,1.0
631,341,395,0.07413127413127413,1.0
552,286,731,0.07411385606874325,1.0
228,269,665,0.07397096838337648,1.0
634,335,697,0.07375369906669708,1.0
745,428,142,0.07374301675977654,1.0
758,7,72,0.07373271889400922,1.0
134,324,177,0.07364016736401674,1.0
496,347,415,0.07358380377652324,1.0
461,6,72,0.07355194606190628,1.0
781,7,72,0.07342091056325362,1.0
68,617,142,0.07310386841303682,1.0
88,322,395,0.07301173402868316,1.0
184,9,72,0.07289293849658314,1.0
518,259,662,0.0728476821192053,1.0
511,263,662,0.07275877003031622,1.0
555,327,403,0.0726392251815981,1.0
158,347,415,0.07263459700541573,1.0
199,320,415,0.07251850732739087,1.0
584,12,72,0.0725016329196604,1.0
