492,344,415
493,350,751
494,263,662
495,268,665
496,347,415
497,347,415
498,351,697
499,307,426
500,351,697
501,315,426
502,297,663
503,316,426
504,266,665
505,297,663
506,347,415
507,344,415
508,344,415
509,344,415
510,344,415
511,263,662
512,347,415
513,312,663
514,312,663
515,312,663
516,266,665
517,323,395
518,259,662
519,317,426
520,333,177
521,306,426
522,344,415
523,315,426
524,347,415
525,341,395
526,302,663
527,298,136
528,617,142
529,617,142
530,297,663
531,234,142
532,311,663
533,304,136
534,271,665
535,260,662
536,326,177
537,351,697
538,272,665
539,341,395
540,303,136
541,303,136
542,10,72
543,10,72
544,10,72
545,10,72
546,10,72
547,10,72
548,335,697
549,304,136
550,318,426
551,348,697
552,286,731
553,307,426
554,347,415
555,327,403
556,289,731
557,300,663
558,289,731
559,289,731
560,289,731
561,289,731
562,289,731
563,289,731
564,289,731
565,289,731
566,289,731
567,289,731
568,289,731
569,289,731
571,328,408
572,344,415
573,344,415
574,340,697
575,306,426
576,308,663
577,274,665
578,288,731
579,297,663
580,346,415
581,343,395
582,343,395
583,343,395
584,12,72
585,10,72
586,267,665
587,306,426
588,323,395
589,259,662
590,8,72
591,299,663
592,351,697
593,336,177
594,276,665
595,276,665
596,293,136
597,296,136
598,296,136
599,7,72
600,304,136
601,349,415
602,5,72
603,306,426
604,343,395
605,2,72
606,1,72
607,11,72
608,319,426
609,311,663
610,272,665
611,272,665
612,272,665
613,272,665
614,317,426
615,316,426
616,348,697
618,370,142
619,327,403
620,296,136
621,2,72
622,302,663
623,11,72
624,329,395
625,329,395
626,329,395
627,329,395
628,270,665
629,341,395
630,341,395
631,341,395
632,341,395
633,316,426
634,335,697
635,335,697
636,335,697
637,335,697
638,335,697
639,335,697
640,266,665
641,306,426
642,352,395
643,317,426
644,10,72
645,301,136
646,288,731
647,288,731
648,288,731
649,288,731
650,288,731
651,268,665
652,268,665
653,268,665
654,308,663
655,308,663
656,347,415
657,326,177
658,318,426
659,317,426
660,317,426
661,295,663
664,346,415
666,302,663
667,310,731
668,336,177
669,336,177
670,336,177
671,336,177
672,289,731
673,10,72
674,1,72
675,315,426
676,265,665
677,317,426
678,299,663
679,305,426
680,305,426
681,305,426
682,305,426
683,305,426
684,305,426
685,305,426
686,305,426
687,305,426
688,305,426
689,305,426
690,305,426
691,305,426
692,305,426
693,305,426
694,308,663
695,302,663
696,302,663
698,295,663
699,349,415
700,264,665
701,264,665
702,264,665
703,319,426
704,310,731
705,297,663
706,327,403
707,272,665
708,5,72
709,336,177
710,330,232
711,307,426
712,617,142
713,327,403
714,307,426
715,311,663
716,311,663
717,341,395
718,6,72
719,260,662
720,370,142
721,296,136
722,306,426
723,6,72
724,617,142
725,335,697
726,327,403
727,270,665
728,325,232
729,264,665
730,3,72
732,306,426
733,316,426
734,370,142
735,370,142
736,370,142
737,307,426
738,350,751
739,428,142
740,338,395
741,338,395
742,338,395
743,338,395
744,352,395
745,428,142
746,428,142
747,428,142
748,428,142
749,428,142
750,321,395
752,321,395
753,335,697
754,10,72
755,9,72
756,7,72
757,339,570
758,7,72
759,291,663
760,267,665
761,5,72
762,322,395
763,334,177
764,317,426
765,344,415
766,344,415
767,263,662
768,263,662
769,263,662
770,263,662
771,263,662
772,263,662
773,263,662
774,6,72
775,291,663
776,316,426
777,348,697
778,324,177
779,345,751
780,345,751
781,7,72
782,298,136
783,333,177
784,345,751
785,352,395
786,4,72
787,10,72
788,327,403
789,270,665
790,265,665
791,291,663
792,302,663
793,11,72
794,350,751
795,350,751
796,261,662
797,329,395
798,327,403
799,6,72
800,309,731
801,299,663
802,350,751
803,339,570
804,333,177
805,350,751
806,10,72
807,320,415
808,309,731
809,335,697
810,299,663
811,344,415
812,295,663
813,343,395
814,234,142
815,234,142
816,317,426
817,331,395
818,307,426
819,319,426
820,270,665
821,428,142
822,347,415
823,318,426
824,297,663
825,317,426
826,319,426
827,345,751
828,345,751
829,327,403
830,315,426
831,339,570
832,291,663
833,12,72
834,289,731
835,319,426
836,295,663
837,343,395
838,343,395
839,307,426
840,337,697
841,323,395
842,306,426
843,315,426
844,10,72
845,323,395
846,339,570
847,344,415
848,321,395
849,337,697
850,323,395
851,313,136
852,272,665
853,317,426
854,12,72
855,338,395
856,344,415
857,309,731
858,320,415
859,344,415
860,273,665
861,7,72
862,7,72
863,7,72
864,7,72
865,351,697
866,335,697
867,312,663
868,328,408
869,350,751
870,335,697
871,312,663
872,291,663
873,317,426
874,323,395
875,323,395
876,323,395
877,323,395
878,323,395
879,318,426
880,10,72
881,271,665
882,271,665
883,10,72
884,319,426
885,295,663
886,329,395
887,9,72
888,343,395
889,343,395
890,1,72
891,12,72
892,308,663
893,6,72
894,341,395
895,309,731
896,309,731
897,270,665
898,270,665
899,270,665
900,270,665
901,270,665
902,270,665
903,270,665
904,344,415
905,3,72
906,333,177
907,333,177
908,307,426
909,317,426
910,1,72
911,335,697
912,322,395
913,322,395
914,292,663
915,5,72
916,5,72
917,344,415
918,341,395
919,617,142
920,617,142
921,10,72
922,268,665
923,334,177
924,10,72
925,342,395
926,260,662
927,260,662
928,326,177
929,307,426
930,320,415
931,303,136
932,2,72
933,6,72
934,324,177
935,6,72
936,270,665
937,267,665
938,10,72
939,318,426
940,297,663
941,344,415
942,268,665
943,300,663
944,318,426
945,10,72
946,318,426
947,259,662
948,315,426
949,428,142
950,289,731
951,338,395
952,318,426
953,344,415
954,323,395
955,315,426
956,263,662
