0,327,403
13,349,415
14,327,403
15,327,403
16,272,665
17,300,663
18,300,663
19,289,731
20,11,72
21,289,731
22,325,232
23,11,72
24,275,665
25,262,662
26,268,665
27,268,665
28,329,395
29,1,72
30,333,177
31,349,415
32,349,415
33,335,697
34,297,663
35,7,72
36,337,697
37,337,697
38,337,697
39,337,697
40,290,663
41,290,663
42,12,72
43,12,72
44,3,72
45,288,731
46,316,426
47,344,415
48,310,731
49,303,136
50,264,665
51,262,662
52,319,426
53,332,177
54,289,731
55,344,415
56,315,426
57,347,415
58,316,426
59,289,731
60,3,72
61,317,426
62,324,177
63,294,663
64,269,665
65,296,136
66,317,426
67,344,415
68,617,142
69,4,72
70,275,665
71,304,136
73,313,136
74,313,136
75,344,415
76,310,731
77,310,731
78,306,426
79,261,662
80,305,426
81,305,426
82,316,426
83,268,665
84,327,403
85,344,415
86,347,415
87,342,395
88,322,395
89,263,662
90,327,403
91,330,232
92,259,662
93,302,663
94,268,665
95,337,697
96,293,136
97,337,697
98,346,415
99,346,415
100,297,663
101,314,136
102,314,136
103,312,663
104,10,72
105,1,72
106,347,415
107,295,663
108,260,662
109,296,136
110,296,136
111,296,136
112,347,415
113,272,665
114,272,665
115,319,426
116,302,663
117,270,665
118,335,697
119,297,663
120,334,177
121,334,177
122,317,426
123,310,731
124,317,426
125,297,663
126,297,663
127,297,663
128,297,663
129,302,663
130,327,403
131,316,426
132,347,415
133,1,72
134,324,177
135,324,177
137,6,72
138,308,663
139,370,142
140,370,142
141,370,142
143,315,426
144,287,731
145,306,426
146,341,395
147,309,731
148,8,72
149,292,663
150,10,72
151,347,415
152,318,426
153,259,662
154,259,662
155,288,731
156,273,665
157,347,415
158,347,415
159,10,72
160,344,415
161,288,731
162,327,403
163,266,665
164,370,142
165,275,665
166,310,731
167,347,415
168,270,665
169,266,665
170,276,665
171,275,665
172,344,415
173,310,731
174,328,408
175,297,663
176,6,72
178,264,665
179,319,426
180,351,697
181,304,136
182,304,136
183,338,395
184,9,72
185,11,72
186,326,177
187,318,426
188,321,395
189,321,395
190,326,177
191,340,697
192,320,415
193,335,697
194,326,177
195,289,731
196,332,177
197,311,663
198,331,395
199,320,415
200,306,426
201,318,426
202,261,662
203,261,662
204,306,426
205,333,177
206,318,426
207,337,697
208,346,415
209,9,72
210,9,72
211,272,665
212,9,72
213,316,426
214,317,426
215,335,697
216,12,72
217,290,663
218,329,395
219,329,395
220,316,426
221,270,665
222,428,142
223,342,395
224,346,415
225,346,415
226,370,142
227,344,415
228,269,665
229,307,426
230,290,663
231,315,426
233,301,136
235,306,426
236,316,426
237,9,72
238,261,662
239,346,415
240,346,415
241,346,415
242,5,72
243,318,426
244,343,395
245,344,415
246,306,426
247,299,663
248,267,665
249,301,136
250,344,415
251,263,662
252,286,731
253,304,136
254,293,136
255,293,136
256,293,136
257,293,136
258,234,142
277,298,136
278,319,426
279,344,415
280,370,142
281,349,415
282,315,426
283,309,731
284,317,426
285,326,177
353,345,751
354,344,415
355,6,72
356,263,662
357,338,395
358,352,395
359,352,395
360,317,426
361,319,426
362,315,426
363,260,662
364,260,662
365,315,426
366,297,663
367,259,662
368,263,662
369,273,665
371,7,72
372,262,662
373,265,665
374,6,72
375,351,697
376,318,426
377,343,395
378,263,662
379,339,570
380,428,142
381,309,731
382,349,415
383,311,663
384,275,665
385,287,731
386,289,731
387,319,426
388,316,426
389,352,395
390,336,177
391,260,662
392,10,72
393,309,731
394,319,426
396,344,415
397,261,662
398,288,731
399,275,665
400,344,415
401,6,72
402,6,72
404,329,395
405,294,663
406,234,142
407,307,426
409,343,395
410,323,395
411,344,415
412,349,415
413,263,662
414,344,415
416,343,395
417,344,415
418,344,415
419,347,415
420,319,426
421,347,415
422,259,662
423,320,415
424,259,662
425,309,731
427,330,232
429,9,72
430,332,177
431,316,426
432,318,426
433,327,403
434,313,136
435,291,663
436,333,177
437,315,426
438,328,408
439,262,662
440,350,751
441,318,426
442,269,665
443,335,697
444,289,731
445,6,72
446,317,426
447,348,697
448,306,426
449,348,697
450,309,731
451,344,415
452,350,751
453,350,751
454,351,697
455,351,697
456,291,663
457,291,663
458,291,663
459,309,731
460,297,663
461,6,72
462,339,570
463,270,665
464,306,426
465,234,142
466,339,570
467,370,142
468,617,142
469,297,663
470,331,395
471,271,665
472,234,142
473,320,415
474,340,697
475,340,697
476,265,665
477,317,426
478,288,731
479,309,731
480,344,415
481,304,136
482,339,570
483,263,662
484,263,662
485,263,662
486,348,697
487,348,697
488,348,697
489,339,570
490,350,751
491,8,72
