848,321,395,50.5,1.0
188,321,395,50.5,1.0
752,321,395,50.5,1.0
750,321,395,50.5,1.0
189,321,395,50.5,1.0
60,3,72,34.0,1.0
730,3,72,34.0,1.0
905,3,72,34.0,1.0
44,3,72,34.0,1.0
815,234,142,32.875,1.0
531,234,142,32.875,1.0
406,234,142,32.875,1.0
472,234,142,32.875,1.0
814,234,142,32.875,1.0
465,234,142,32.875,1.0
258,234,142,32.875,1.0
732,306,426,22.692307692307693,1.0
246,306,426,22.692307692307693,1.0
448,306,426,22.692307692307693,1.0
200,306,426,22.692307692307693,1.0
235,306,426,22.692307692307693,1.0
145,306,426,22.692307692307693,1.0
722,306,426,22.692307692307693,1.0
842,306,426,22.692307692307693,1.0
521,306,426,22.692307692307693,1.0
587,306,426,22.692307692307693,1.0
78,306,426,22.692307692307693,1.0
464,306,426,22.692307692307693,1.0
575,306,426,22.692307692307693,1.0
641,306,426,22.692307692307693,1.0
603,306,426,22.692307692307693,1.0
204,306,426,22.692307692307693,1.0
645,301,136,22.666666666666668,1.0
233,301,136,22.666666666666668,1.0
249,301,136,22.666666666666668,1.0
540,303,136,21.5,1.0
49,303,136,21.5,1.0
541,303,136,21.5,1.0
931,303,136,21.5,1.0
285,326,177,21.2,1.0
194,326,177,21.2,1.0
190,326,177,21.2,1.0
536,326,177,21.2,1.0
928,326,177,21.2,1.0
657,326,177,21.2,1.0
186,326,177,21.2,1.0
423,320,415,19.5,1.0
930,320,415,19.5,1.0
858,320,415,19.5,1.0
192,320,415,19.5,1.0
807,320,415,19.5,1.0
473,320,415,19.5,1.0
199,320,415,19.5,1.0
456,291,663,17.5,1.0
458,291,663,17.5,1.0
435,291,663,17.5,1.0
457,291,663,17.5,1.0
759,291,663,17.5,1.0
775,291,663,17.5,1.0
832,291,663,17.5,1.0
872,291,663,17.5,1.0
791,291,663,17.5,1.0
500,351,697,16.727272727272727,1.0
455,351,697,16.727272727272727,1.0
865,351,697,16.727272727272727,1.0
592,351,697,16.727272727272727,1.0
180,351,697,16.727272727272727,1.0
498,351,697,16.727272727272727,1.0
454,351,697,16.727272727272727,1.0
375,351,697,16.727272727272727,1.0
537,351,697,16.727272727272727,1.0
25,262,662,16.0,1.0
51,262,662,16.0,1.0
372,262,662,16.0,1.0
439,262,662,16.0,1.0
209,9,72,12.0,1.0
887,9,72,12.0,1.0
210,9,72,12.0,1.0
212,9,72,12.0,1.0
237,9,72,12.0,1.0
429,9,72,12.0,1.0
184,9,72,12.0,1.0
755,9,72,12.0,1.0
846,339,570,11.333333333333334,1.0
831,339,570,11.333333333333334,1.0
